grid_cell_id,lon,lat,lat_abs,land_fraction,ocean_basin,psl_trend,GMST_trend,AMV_index,IPO_index,member,psl_trend_forced,row_id,member_id
2860,311.25,-41.25,41.25,0.0,1,65.98757806887718,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,55.81640655631929,1D_2860,3
2861,313.75,-41.25,41.25,0.0,1,64.460026590577,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,54.536612613889744,1D_2861,3
2862,316.25,-41.25,41.25,0.0,1,62.1221994066776,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,53.07244818514854,1D_2862,3
2863,318.75,-41.25,41.25,0.0,1,59.61459173291823,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,51.61980134553593,1D_2863,3
2864,321.25,-41.25,41.25,0.0,1,56.86231117852282,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,50.04879561111953,1D_2864,3
2865,323.75,-41.25,41.25,0.0,1,53.34149572972088,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,48.55049458762321,1D_2865,3
2866,326.25,-41.25,41.25,0.0,1,50.70999087511097,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,47.48627393883951,1D_2866,3
2867,328.75,-41.25,41.25,0.0,1,50.79159555601139,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,46.89949060830101,1D_2867,3
2868,331.25,-41.25,41.25,0.0,1,51.89104268933762,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,46.60064298554249,1D_2868,3
2869,333.75,-41.25,41.25,0.0,1,51.13990436440194,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,46.300832219172165,1D_2869,3
2870,336.25,-41.25,41.25,0.0,1,49.58320548675687,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,45.84751743763972,1D_2870,3
2871,338.75,-41.25,41.25,0.0,1,48.63081029333035,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,45.21049298536381,1D_2871,3
2872,341.25,-41.25,41.25,0.0,1,47.07410035499771,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,44.15982891427048,1D_2872,3
2873,343.75,-41.25,41.25,0.0,1,45.271793582741154,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,43.04685697438478,1D_2873,3
2874,346.25,-41.25,41.25,0.0,1,42.63986806787142,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,43.15983366506435,1D_2874,3
2875,348.75,-41.25,41.25,0.0,1,39.79830668190958,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,44.760346255870985,1D_2875,3
2876,351.25,-41.25,41.25,0.0,1,37.03917107705938,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,46.56856583942927,1D_2876,3
2877,353.75,-41.25,41.25,0.0,1,34.17580659442515,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,47.74148193305257,1D_2877,3
2878,356.25,-41.25,41.25,0.0,1,30.527413944882863,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,48.21776021975711,1D_2878,3
2879,358.75,-41.25,41.25,0.0,1,25.652521993612723,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,48.07447525837188,1D_2879,3
2880,1.25,-38.75,38.75,0.0,1,30.474478187954915,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,45.13198898058274,1D_2880,3
2881,3.75,-38.75,38.75,0.0,1,24.88606337849785,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,43.51811082005892,1D_2881,3
2882,6.25,-38.75,38.75,0.0,1,18.23662881198032,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,41.729363549088085,1D_2882,3
2883,8.75,-38.75,38.75,0.0,1,12.00453061245018,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,40.08707405483263,1D_2883,3
2884,11.25,-38.75,38.75,0.0,1,7.95539298571434,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,38.76044915968832,1D_2884,3
2885,13.75,-38.75,38.75,0.0,1,4.436897787084519,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,37.46369712448346,1D_2885,3
2886,16.25,-38.75,38.75,0.0,1,0.3886221560369792,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,36.33912416618414,1D_2886,3
2887,18.75,-38.75,38.75,0.0,1,-1.8509563024680435,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,35.795816629761106,1D_2887,3
2888,21.25,-38.75,38.75,0.0,1,-1.690439489373572,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,35.35412716094394,1D_2888,3
2889,23.75,-38.75,38.75,0.0,1,-1.0634579553044108,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,35.097213520416936,1D_2889,3
2890,26.25,-38.75,38.75,0.0,1,-1.861952574674832,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,34.9381236231444,1D_2890,3
2891,28.75,-38.75,38.75,0.0,1,-3.927700444257069,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,34.701325639565304,1D_2891,3
2892,31.25,-38.75,38.75,0.0,3,-4.698466378876889,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,34.70111270607281,1D_2892,3
2893,33.75,-38.75,38.75,0.0,3,-1.7782311038299352,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,35.20039374285524,1D_2893,3
2894,36.25,-38.75,38.75,0.0,3,2.888527203260474,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,36.35937855801184,1D_2894,3
2895,38.75,-38.75,38.75,0.0,3,6.914508754748134,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,37.88915974229442,1D_2895,3
2896,41.25,-38.75,38.75,0.0,3,10.246340663134632,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,39.36456947887108,1D_2896,3
2897,43.75,-38.75,38.75,0.0,3,14.090522493032482,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,41.055002497332005,1D_2897,3
2898,46.25,-38.75,38.75,0.0,3,18.75151516854361,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,42.39602289555306,1D_2898,3
2899,48.75,-38.75,38.75,0.0,3,25.26684334995235,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,43.89642809803042,1D_2899,3
2900,51.25,-38.75,38.75,0.0,3,33.36465893598565,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,45.34663395402195,1D_2900,3
2901,53.75,-38.75,38.75,0.0,3,42.03055830732703,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,46.69963730849871,1D_2901,3
2902,56.25,-38.75,38.75,0.0,3,51.686733604511865,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,47.55852192469877,1D_2902,3
2903,58.75,-38.75,38.75,0.0,3,60.66754932748565,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,48.16805694784573,1D_2903,3
2904,61.25,-38.75,38.75,0.0,3,67.25415063257852,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,48.88554274286872,1D_2904,3
2905,63.75,-38.75,38.75,0.0,3,72.87471286646264,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,49.915060705837206,1D_2905,3
2906,66.25,-38.75,38.75,0.0,3,79.16817043264783,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,51.31041033019252,1D_2906,3
2907,68.75,-38.75,38.75,0.0,3,84.99055495196251,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,52.96879639783065,1D_2907,3
2908,71.25,-38.75,38.75,0.0,3,91.50771344460314,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,55.122941140694266,1D_2908,3
2909,73.75,-38.75,38.75,0.0,3,99.13175966039312,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,57.84390723148734,1D_2909,3
2910,76.25,-38.75,38.75,0.0,3,107.27360222465148,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,60.93428252549076,1D_2910,3
2911,78.75,-38.75,38.75,0.0,3,114.3791899969848,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,63.98180668925538,1D_2911,3
2912,81.25,-38.75,38.75,0.0,3,119.7972748541972,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,66.58742798374458,1D_2912,3
2913,83.75,-38.75,38.75,0.0,3,124.09354708907092,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,68.60412606104829,1D_2913,3
2914,86.25,-38.75,38.75,0.0,3,127.51423306487504,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,69.92149310693532,1D_2914,3
2915,88.75,-38.75,38.75,0.0,3,130.3903052227497,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,70.44327360416762,1D_2915,3
2916,91.25,-38.75,38.75,0.0,3,132.08216699550036,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,70.61498070566294,1D_2916,3
2917,93.75,-38.75,38.75,0.0,3,131.89223993516867,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,70.17893136120837,1D_2917,3
2918,96.25,-38.75,38.75,0.0,3,130.75909407026026,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,69.3357731041375,1D_2918,3
2919,98.75,-38.75,38.75,0.0,3,129.4758614024364,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,67.72051947838929,1D_2919,3
2920,101.25,-38.75,38.75,0.0,3,128.0795397973661,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,65.63192228759979,1D_2920,3
2921,103.75,-38.75,38.75,0.0,3,126.81824482628495,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,63.27929546211318,1D_2921,3
2922,106.25,-38.75,38.75,0.0,3,126.32257868014956,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,60.9536025379291,1D_2922,3
2923,108.75,-38.75,38.75,0.0,3,125.78574596131224,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,59.152809623294914,1D_2923,3
2924,111.25,-38.75,38.75,0.0,3,125.24771675141932,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,57.75844150633717,1D_2924,3
2925,113.75,-38.75,38.75,0.0,3,123.92382566978088,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,56.52058304752239,1D_2925,3
2926,116.25,-38.75,38.75,0.0,3,121.35149893270996,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,55.2819082949549,1D_2926,3
2927,118.75,-38.75,38.75,0.0,3,118.16447425865164,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,54.77198082808896,1D_2927,3
2928,121.25,-38.75,38.75,0.0,2,116.0983596706412,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,54.683789258288186,1D_2928,3
2929,123.75,-38.75,38.75,0.0,2,116.37905767351798,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,54.96893797996026,1D_2929,3
2930,126.25,-38.75,38.75,0.0,2,119.62525508566104,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,55.87689186998748,1D_2930,3
2931,128.75,-38.75,38.75,0.0,2,125.26018627214374,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,57.35630793788268,1D_2931,3
2932,131.25,-38.75,38.75,0.0,2,130.2909901042728,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,59.10550801961094,1D_2932,3
2933,133.75,-38.75,38.75,0.0,2,133.93731899371056,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,61.07337808867708,1D_2933,3
2934,136.25,-38.75,38.75,0.0,2,136.45370889987777,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,62.801796377400926,1D_2934,3
2935,138.75,-38.75,38.75,0.0,2,137.509501751707,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,64.03401149070801,1D_2935,3
2936,141.25,-38.75,38.75,0.0,2,133.95692967655577,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,64.09877497492411,1D_2936,3
2937,143.75,-38.75,38.75,0.0,2,128.5705846649131,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,64.02498212418345,1D_2937,3
2938,146.25,-38.75,38.75,0.0,2,123.97924359427088,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,63.51701763172447,1D_2938,3
2939,148.75,-38.75,38.75,0.0,2,119.2387134757883,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,61.23749123073439,1D_2939,3
2940,151.25,-38.75,38.75,0.0,2,119.84334136268563,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,61.54204033097145,1D_2940,3
2941,153.75,-38.75,38.75,0.0,2,128.51643063474847,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,66.98153713104153,1D_2941,3
2942,156.25,-38.75,38.75,0.0,2,139.57948544700622,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,74.47580376999495,1D_2942,3
2943,158.75,-38.75,38.75,0.0,2,151.08153488938223,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,81.55792985093987,1D_2943,3
2944,161.25,-38.75,38.75,0.0,2,162.13100022327356,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,87.73874675547448,1D_2944,3
2945,163.75,-38.75,38.75,0.0,2,169.50201984390148,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,92.0415931124372,1D_2945,3
2946,166.25,-38.75,38.75,0.0,2,173.8694412665354,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,94.91714100669624,1D_2946,3
2947,168.75,-38.75,38.75,0.0,2,177.82259831299726,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,96.8232003400578,1D_2947,3
2948,171.25,-38.75,38.75,0.0,2,181.68287435890252,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,98.15389470832235,1D_2948,3
2949,173.75,-38.75,38.75,0.0,2,187.19427933379745,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,100.55874636023968,1D_2949,3
2950,176.25,-38.75,38.75,1.0,0,183.12129807287025,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,98.51880334809373,1D_2950,3
2951,178.75,-38.75,38.75,0.0,2,175.4118552867739,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,96.86345368475328,1D_2951,3
2952,181.25,-38.75,38.75,0.0,2,178.74677112201735,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,100.6989140126933,1D_2952,3
2953,183.75,-38.75,38.75,0.0,2,177.1534329379789,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,103.13454803459042,1D_2953,3
2954,186.25,-38.75,38.75,0.0,2,171.32117851054812,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,104.69373569286256,1D_2954,3
2955,188.75,-38.75,38.75,0.0,2,163.65813822921092,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,105.50215156239626,1D_2955,3
2956,191.25,-38.75,38.75,0.0,2,155.0516893705741,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,105.59722614626824,1D_2956,3
2957,193.75,-38.75,38.75,0.0,2,144.51725503035632,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,105.17024992220765,1D_2957,3
2958,196.25,-38.75,38.75,0.0,2,130.53074949554792,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,104.20551756121648,1D_2958,3
2959,198.75,-38.75,38.75,0.0,2,115.92049673994538,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,102.66911637447792,1D_2959,3
2960,201.25,-38.75,38.75,0.0,2,102.46577613541804,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,100.70686141367726,1D_2960,3
2961,203.75,-38.75,38.75,0.0,2,94.70821873044912,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,98.56112579044223,1D_2961,3
2962,206.25,-38.75,38.75,0.0,2,93.93058994008408,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,96.354743597565,1D_2962,3
2963,208.75,-38.75,38.75,0.0,2,98.24547453056618,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,94.132585496491,1D_2963,3
2964,211.25,-38.75,38.75,0.0,2,105.92448139716532,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,91.66905589876173,1D_2964,3
2965,213.75,-38.75,38.75,0.0,2,116.64745183096598,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,89.42083412453769,1D_2965,3
2966,216.25,-38.75,38.75,0.0,2,129.50872018784554,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,87.48699674771098,1D_2966,3
2967,218.75,-38.75,38.75,0.0,2,142.84343782018829,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,85.7558774077056,1D_2967,3
2968,221.25,-38.75,38.75,0.0,2,154.30723368980296,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,84.1474880818774,1D_2968,3
2969,223.75,-38.75,38.75,0.0,2,164.4622181301597,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,82.96991283845898,1D_2969,3
2970,226.25,-38.75,38.75,0.0,2,174.4714183015955,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,82.14088053122191,1D_2970,3
2971,228.75,-38.75,38.75,0.0,2,183.0022374737968,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,81.53818047189591,1D_2971,3
2972,231.25,-38.75,38.75,0.0,2,187.69980371701493,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,81.00255352221855,1D_2972,3
2973,233.75,-38.75,38.75,0.0,2,190.45961944024523,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,80.52558852972957,1D_2973,3
2974,236.25,-38.75,38.75,0.0,2,190.09173287658717,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,79.87942703060169,1D_2974,3
2975,238.75,-38.75,38.75,0.0,2,185.51451290807023,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,79.31881338765477,1D_2975,3
2976,241.25,-38.75,38.75,0.0,2,177.28603514119172,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,78.7393964241882,1D_2976,3
2977,243.75,-38.75,38.75,0.0,2,168.19669208701458,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,78.34268805580714,1D_2977,3
2978,246.25,-38.75,38.75,0.0,2,158.763727095623,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,78.70928859969895,1D_2978,3
2979,248.75,-38.75,38.75,0.0,2,150.4555624852799,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,79.6818276780738,1D_2979,3
2980,251.25,-38.75,38.75,0.0,2,144.59418683876578,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,81.10343757760725,1D_2980,3
2981,253.75,-38.75,38.75,0.0,2,141.79420608444548,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,82.10528708022275,1D_2981,3
2982,256.25,-38.75,38.75,0.0,2,142.0245989495598,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,82.92446912332622,1D_2982,3
2983,258.75,-38.75,38.75,0.0,2,144.4284648396387,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,83.57381064894783,1D_2983,3
2984,261.25,-38.75,38.75,0.0,2,146.78729349792974,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,84.01760081945376,1D_2984,3
2985,263.75,-38.75,38.75,0.0,2,149.3255468761664,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,84.04721820444612,1D_2985,3
2986,266.25,-38.75,38.75,0.0,2,152.33690864722504,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,83.72597015246866,1D_2986,3
2987,268.75,-38.75,38.75,0.0,2,154.80851999314393,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,83.24545766880222,1D_2987,3
2988,271.25,-38.75,38.75,0.0,2,156.6078868498193,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,82.32483720219415,1D_2988,3
2989,273.75,-38.75,38.75,0.0,2,157.11188992709756,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,80.33383481282597,1D_2989,3
2990,276.25,-38.75,38.75,0.0,2,154.847251879032,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,77.02178643429235,1D_2990,3
2991,278.75,-38.75,38.75,0.0,2,148.6058457190645,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,72.28208320418696,1D_2991,3
2992,281.25,-38.75,38.75,0.0,1,136.9666881980907,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,66.32807151994255,1D_2992,3
2993,283.75,-38.75,38.75,0.0,1,121.14712124116475,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,59.530159263715845,1D_2993,3
2994,286.25,-38.75,38.75,0.0,1,103.29466029962826,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,52.42981773281882,1D_2994,3
2995,288.75,-38.75,38.75,1.0,0,102.87864182938404,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,57.55778584613664,1D_2995,3
2996,291.25,-38.75,38.75,1.0,0,98.52852330454624,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,62.074598731104494,1D_2996,3
2997,293.75,-38.75,38.75,1.0,0,89.33568092174903,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,60.27317383089152,1D_2997,3
2998,296.25,-38.75,38.75,1.0,0,84.34359999153531,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,60.65579759335047,1D_2998,3
2999,298.75,-38.75,38.75,0.0,1,79.7550040540671,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,57.72514808027557,1D_2999,3
3000,301.25,-38.75,38.75,0.0,1,79.12337094774666,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,55.8203999709084,1D_3000,3
3001,303.75,-38.75,38.75,0.0,1,77.56380154382725,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,54.314209587315005,1D_3001,3
3002,306.25,-38.75,38.75,0.0,1,76.96694895558714,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,55.07726850333462,1D_3002,3
3003,308.75,-38.75,38.75,0.0,1,78.27914726874464,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,56.69749220323037,1D_3003,3
3004,311.25,-38.75,38.75,0.0,1,76.44514610125242,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,56.43219874895764,1D_3004,3
3005,313.75,-38.75,38.75,0.0,1,72.03621247854609,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,55.09348918500716,1D_3005,3
3006,316.25,-38.75,38.75,0.0,1,68.37959650026762,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,53.48478333566693,1D_3006,3
3007,318.75,-38.75,38.75,0.0,1,65.6142405986301,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,52.30128832393902,1D_3007,3
3008,321.25,-38.75,38.75,0.0,1,62.71178400307718,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,50.9917612201107,1D_3008,3
3009,323.75,-38.75,38.75,0.0,1,59.88751784230515,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,49.54452280899812,1D_3009,3
3010,326.25,-38.75,38.75,0.0,1,58.78770916724418,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,48.25211988936809,1D_3010,3
3011,328.75,-38.75,38.75,0.0,1,59.67546708213437,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,47.37117958740227,1D_3011,3
3012,331.25,-38.75,38.75,0.0,1,61.019662244641005,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,46.74921128193064,1D_3012,3
3013,333.75,-38.75,38.75,0.0,1,61.38557163044474,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,46.18867200278898,1D_3013,3
3014,336.25,-38.75,38.75,0.0,1,60.78143951834336,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,45.6273130231525,1D_3014,3
3015,338.75,-38.75,38.75,0.0,1,59.34317387689576,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,44.962684638373176,1D_3015,3
3016,341.25,-38.75,38.75,0.0,1,55.88531191813144,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,44.32055387937064,1D_3016,3
3017,343.75,-38.75,38.75,0.0,1,52.63704529994204,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,43.99803486560889,1D_3017,3
3018,346.25,-38.75,38.75,0.0,1,49.944533580792594,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,44.63635228033833,1D_3018,3
3019,348.75,-38.75,38.75,0.0,1,47.87974606727858,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,45.78680931627589,1D_3019,3
3020,351.25,-38.75,38.75,0.0,1,46.48313862251462,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,46.90173368090505,1D_3020,3
3021,353.75,-38.75,38.75,0.0,1,45.07113659132738,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,47.5005619744332,1D_3021,3
3022,356.25,-38.75,38.75,0.0,1,41.78269252883332,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,47.259381982185936,1D_3022,3
3023,358.75,-38.75,38.75,0.0,1,36.07200437064484,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,46.32037363009528,1D_3023,3
3024,1.25,-36.25,36.25,0.0,1,38.86674052844672,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,43.891052894395926,1D_3024,3
3025,3.75,-36.25,36.25,0.0,1,32.64430815640983,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,41.63924116268147,1D_3025,3
3026,6.25,-36.25,36.25,0.0,1,26.805264319383035,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,39.46202280511395,1D_3026,3
3027,8.75,-36.25,36.25,0.0,1,22.48473587105241,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,37.576252154055126,1D_3027,3
3028,11.25,-36.25,36.25,0.0,1,19.48995442773125,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,36.08642444171371,1D_3028,3
3029,13.75,-36.25,36.25,0.0,1,15.159860771800354,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,34.41632134585897,1D_3029,3
3030,16.25,-36.25,36.25,0.0,1,9.77765708228963,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,32.59556453538499,1D_3030,3
3031,18.75,-36.25,36.25,0.0,1,5.084919102918097,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,31.715788302457348,1D_3031,3
3032,21.25,-36.25,36.25,0.0,1,2.446345097939798,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,31.214717879701,1D_3032,3
3033,23.75,-36.25,36.25,0.0,1,0.3111578307216034,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,31.311752792754017,1D_3033,3
3034,26.25,-36.25,36.25,0.0,1,-1.718789931605624,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,32.10932874880721,1D_3034,3
3035,28.75,-36.25,36.25,0.0,1,-2.735567801369878,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,33.65407883502631,1D_3035,3
3036,31.25,-36.25,36.25,0.0,3,-1.7199988032034712,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,35.66093318197694,1D_3036,3
3037,33.75,-36.25,36.25,0.0,3,2.962149457687753,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,37.74829663878318,1D_3037,3
3038,36.25,-36.25,36.25,0.0,3,9.195583987331776,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,40.29981479100302,1D_3038,3
3039,38.75,-36.25,36.25,0.0,3,13.706417803598823,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,42.80633246570566,1D_3039,3
3040,41.25,-36.25,36.25,0.0,3,16.81003740013621,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,44.57162910597491,1D_3040,3
3041,43.75,-36.25,36.25,0.0,3,21.382538595112013,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,46.27078603726821,1D_3041,3
3042,46.25,-36.25,36.25,0.0,3,27.405856691841816,1.710534675156125,0.0392098883481035,-0.0483700219594804,1D,47.67610697135388,1D_3042,3
